CreditScore,Savings,LoanRequested,City,Decision
341,28347,406676,Wilmington,0
753,61965,265538,Newark,0
408,45524,305315,Wilmington,0
571,59266,392895,Wilmington,0
606,64407,218174,Wilmington,0
742,71256,225461,Wilmington,1
452,71619,428278,Newark,0
506,41047,271309,Wilmington,0
695,36754,395685,Wilmington,0
611,12719,434698,Wilmington,0
302,49155,276324,Wilmington,0
787,21978,190750,Newark,0
305,82834,260949,Newark,0
723,44574,295821,Wilmington,0
716,97665,363154,Wilmington,1
790,50650,318482,Wilmington,0
840,29610,256567,Wilmington,0
399,49902,396656,Wilmington,0
824,41199,246573,Wilmington,0
437,42568,359733,Wilmington,0
482,58519,268354,Newark,0
566,38135,302015,Wilmington,0
747,23296,264360,Wilmington,0
761,25033,198358,Wilmington,0
483,40537,371652,Wilmington,0
537,68530,274415,Wilmington,0
777,67110,253785,Wilmington,1
657,14858,440174,Wilmington,0
333,67597,299501,Wilmington,0
680,52235,138983,Wilmington,1
324,55554,262722,Newark,0
672,61762,264613,Wilmington,0
530,67949,428788,Newark,0
659,65847,413338,Newark,0
664,53258,403880,Newark,0
334,54339,343254,Newark,0
577,22199,306805,Wilmington,0
740,12650,280655,Wilmington,0
688,33806,222887,Newark,0
618,42379,367335,Newark,0
676,21981,380094,Wilmington,0
376,58177,245299,Wilmington,0
626,49161,251220,Wilmington,0
356,29990,263872,Newark,0
497,39305,201641,Newark,0
787,45729,399885,Wilmington,0
640,72238,308642,Wilmington,0
439,56424,28472,Wilmington,1
563,59105,436060,Newark,0
670,34267,338555,Wilmington,0
402,67572,451101,Wilmington,0
448,33572,201451,Wilmington,0
669,51245,149783,Wilmington,1
843,60001,242847,Wilmington,0
376,31580,255045,Wilmington,0
749,83129,284580,Wilmington,1
413,57091,306402,Wilmington,0
423,29155,341058,Wilmington,0
757,9278,276489,Wilmington,0
467,17489,404882,Wilmington,0
340,22968,421156,Wilmington,0
305,45067,276535,Wilmington,0
490,46389,185282,Wilmington,0
524,70106,225328,Newark,0
645,58219,247265,Wilmington,0
310,51421,310405,Newark,0
601,39566,271700,Wilmington,0
439,54989,215843,Wilmington,0
374,42119,490621,Wilmington,0
652,46336,435310,Newark,0
487,77787,295406,Newark,0
637,54120,108448,Wilmington,0
589,67395,214965,Wilmington,0
481,42395,261793,Newark,0
649,43672,310396,Wilmington,0
467,16879,328129,Wilmington,0
362,63932,318778,Wilmington,0
547,48129,268676,Wilmington,0
658,56118,124315,Newark,1
469,19040,243578,Wilmington,0
705,18560,398588,Wilmington,0
408,36335,257277,Wilmington,0
668,59339,353718,Newark,0
519,55262,207966,Wilmington,0
835,83246,352317,Wilmington,0
842,26748,380037,Wilmington,0
446,72196,198945,Wilmington,0
372,53542,372716,Wilmington,0
698,48838,346908,Wilmington,0
481,51122,353864,Newark,0
507,64788,141020,Wilmington,0
723,71977,283550,Newark,1
736,53633,448886,Wilmington,0
371,40549,285563,Wilmington,0
602,58292,290119,Wilmington,0
774,36025,160751,Wilmington,0
553,22412,147155,Wilmington,0
682,31312,313934,Wilmington,0
704,21792,416463,Newark,0
536,94593,174605,Wilmington,0
421,60136,289724,Wilmington,0
475,63957,372944,Wilmington,0
644,13368,356419,Wilmington,0
836,66028,251710,Wilmington,1
694,69537,408301,Newark,0
848,51477,468370,Wilmington,0
610,35230,340839,Wilmington,0
792,77070,428552,Wilmington,0
656,55906,407715,Wilmington,0
700,83873,147243,Wilmington,1
630,47417,362086,Newark,0
487,58639,304716,Wilmington,0
590,45513,344988,Wilmington,0
480,35822,409098,Wilmington,0
745,61622,216917,Wilmington,1
585,27075,229575,Wilmington,0
385,80665,290275,Wilmington,0
793,19866,328138,Wilmington,0
383,11874,235741,Newark,0
554,47670,170339,Wilmington,0
320,64052,426423,Wilmington,0
569,68243,272898,Wilmington,0
305,53846,286033,Wilmington,0
429,74750,434615,Newark,0
408,69946,223864,Wilmington,0
314,42141,231315,Newark,0
301,23047,91488,Wilmington,0
493,23397,279877,Newark,0
744,64727,362225,Wilmington,0
573,40317,328965,Newark,0
743,41526,264792,Wilmington,0
757,41275,180032,Wilmington,0
651,56161,396729,Newark,0
400,44140,220975,Wilmington,0
521,66742,176845,Newark,0
489,86244,212401,Wilmington,0
639,20367,445952,Wilmington,0
532,38865,227365,Wilmington,0
305,32205,335221,Wilmington,0
382,78000,442977,Wilmington,0
618,76128,314862,Wilmington,0
403,8406,519066,Wilmington,0
568,62308,254974,Wilmington,0
546,37542,171210,Newark,0
735,89830,172431,Newark,1
500,50804,228599,Wilmington,0
311,43746,360785,Wilmington,0
634,61700,439328,Newark,0
329,63069,275868,Newark,0
832,57943,388247,Wilmington,0
482,39539,369171,Wilmington,0
464,80347,353167,Wilmington,0
408,48086,212163,Newark,0
788,43932,310087,Wilmington,0
721,55150,418412,Wilmington,0
553,52979,344477,Wilmington,0
476,4339,539170,Wilmington,0
528,42139,281156,Newark,0
815,65380,253898,Newark,1
747,53447,181197,Wilmington,1
694,37520,125947,Wilmington,1
830,46935,470956,Newark,0
520,57888,438653,Wilmington,0
556,53743,200484,Newark,0
356,77197,253668,Wilmington,0
379,76474,420320,Wilmington,0
842,30441,407608,Newark,0
808,76395,401158,Wilmington,0
801,25500,172470,Wilmington,0
477,29045,201924,Wilmington,0
729,60329,207899,Wilmington,1
780,56001,143565,Wilmington,1
685,54999,138968,Wilmington,1
433,41259,249661,Wilmington,0
390,28856,330072,Wilmington,0
764,37947,360905,Wilmington,0
439,33875,238499,Newark,0
423,98956,190441,Wilmington,0
785,26410,210373,Wilmington,0
678,50124,365832,Wilmington,0
599,21445,305611,Newark,0
719,19356,347818,Wilmington,0
376,33416,313102,Newark,0
497,81110,257138,Newark,0
428,28682,240495,Newark,0
615,27762,285983,Wilmington,0
426,58218,401605,Newark,0
766,27208,174536,Newark,0
487,59643,53412,Newark,1
732,36609,479342,Wilmington,0
764,74884,204531,Wilmington,1
582,31449,381833,Newark,0
471,93914,291039,Wilmington,0
632,33102,351261,Newark,0
525,69905,287318,Wilmington,0
535,20776,222811,Wilmington,0
777,56498,430285,Wilmington,0
505,73687,193501,Wilmington,0
344,50047,295619,Newark,0
460,48683,227076,Newark,0
471,74967,329974,Wilmington,0
324,52338,257279,Wilmington,0
831,74432,333763,Wilmington,0
543,44392,314197,Newark,0
701,40128,248299,Newark,0
757,56289,314028,Wilmington,0
692,59546,351622,Wilmington,0
594,51136,356484,Wilmington,0
719,39445,385815,Wilmington,0
486,38847,474807,Wilmington,0
780,44295,185079,Wilmington,0
736,35407,404396,Wilmington,0
401,73807,326916,Wilmington,0
590,39955,237032,Wilmington,0
846,41599,284887,Newark,0
470,52618,132961,Newark,0
657,81870,374200,Wilmington,0
840,17862,388908,Wilmington,0
431,11811,172393,Wilmington,0
484,54429,412272,Newark,0
754,50182,274723,Wilmington,0
510,57567,238571,Wilmington,0
685,55950,260935,Newark,0
789,39040,370684,Newark,0
744,64972,395835,Wilmington,0
487,41046,144010,Wilmington,0
413,40107,213204,Wilmington,0
337,31531,235794,Wilmington,0
303,18935,286068,Wilmington,0
338,73628,246909,Wilmington,0
642,72742,618021,Wilmington,0
451,50553,261179,Wilmington,0
386,59565,403364,Wilmington,0
335,82035,259360,Wilmington,0
706,61785,365607,Wilmington,0
796,44046,491577,Wilmington,0
522,42226,311001,Wilmington,0
835,38539,452113,Wilmington,0
582,94633,367172,Wilmington,0
835,56002,407106,Wilmington,0
582,67183,446191,Wilmington,0
352,56074,300792,Wilmington,0
478,28189,195249,Wilmington,0
822,97352,10000,Wilmington,1
642,30294,259826,Wilmington,0
701,50502,302374,Newark,0
504,96335,396481,Wilmington,0
589,39230,267114,Wilmington,0
457,75101,337998,Wilmington,0
507,75372,449415,Wilmington,0
432,37512,218835,Wilmington,0
598,56500,233796,Wilmington,0
306,89000,311748,Wilmington,0
603,69568,401715,Wilmington,0
633,38112,340457,Newark,0
834,80214,410430,Wilmington,0
530,64752,303893,Wilmington,0
574,43444,129409,Wilmington,0
582,25827,166517,Newark,0
708,75786,346554,Wilmington,0
656,64222,332818,Wilmington,0
725,72078,410582,Newark,0
773,55452,155885,Wilmington,1
497,31047,394134,Wilmington,0
343,37184,453556,Wilmington,0
610,48302,530289,Wilmington,0
634,63681,401781,Wilmington,0
813,75378,272176,Newark,1
506,11576,219696,Wilmington,0
457,36338,179536,Wilmington,0
459,47535,241547,Wilmington,0
748,70224,426829,Wilmington,0
385,36807,286358,Wilmington,0
487,57783,271730,Wilmington,0
617,32575,297239,Newark,0
395,65720,310373,Newark,0
683,64052,36950,Wilmington,1
360,41271,257571,Newark,0
556,64597,498773,Wilmington,0
635,-9870,363664,Wilmington,0
734,25284,252019,Wilmington,0
660,70918,278730,Wilmington,1
628,28887,169959,Wilmington,0
413,90927,160885,Wilmington,0
328,53459,179464,Wilmington,0
550,56922,460961,Newark,0
537,68832,419205,Wilmington,0
317,38827,365210,Wilmington,0
758,59306,337597,Wilmington,0
597,45244,343741,Wilmington,0
433,81858,386066,Wilmington,0
726,36026,426188,Wilmington,0
589,13150,315852,Wilmington,0
756,81894,369840,Wilmington,0
360,41078,261973,Wilmington,0
496,63590,246857,Wilmington,0
622,25411,271700,Wilmington,0
456,33880,344909,Wilmington,0
433,67209,251782,Wilmington,0
850,43836,411887,Wilmington,0
358,48720,197753,Wilmington,0
389,50199,212542,Newark,0
720,69305,417215,Newark,0
651,16470,283710,Wilmington,0
736,15717,477824,Wilmington,0
636,68693,190107,Wilmington,0
582,68476,506645,Wilmington,0
301,41211,176378,Wilmington,0
691,22209,380307,Wilmington,0
600,73350,374968,Wilmington,0
437,33920,456552,Newark,0
446,30296,309118,Wilmington,0
530,50339,312701,Newark,0
650,52213,288136,Newark,0
392,48783,309150,Wilmington,0
758,86484,507432,Wilmington,0
342,54928,560828,Newark,0
457,63103,334686,Wilmington,0
772,31295,292452,Wilmington,0
779,45848,376184,Wilmington,0
456,41341,322462,Newark,0
780,38279,160625,Newark,0
472,43856,287238,Newark,0
359,50932,140497,Wilmington,0
832,57254,249043,Wilmington,0
736,68963,367702,Wilmington,0
721,40007,320667,Newark,0
471,34890,260029,Wilmington,0
563,82911,272669,Newark,0
763,92170,305144,Newark,1
772,48362,468529,Wilmington,0
754,34413,244422,Wilmington,0
314,45478,361218,Newark,0
401,66440,270443,Newark,0
392,50576,320475,Wilmington,0
656,30634,175129,Wilmington,0
797,40583,480613,Newark,0
584,38806,260117,Wilmington,0
493,65829,305796,Wilmington,0
410,61031,313441,Newark,0
441,62032,208867,Wilmington,0
716,64453,121760,Newark,1
604,44307,377307,Newark,0
510,50756,341892,Wilmington,0
746,56024,182111,Wilmington,1
831,69115,337479,Wilmington,0
628,52499,160699,Wilmington,0
679,36856,211803,Wilmington,0
718,51413,309958,Wilmington,0
617,44899,308745,Wilmington,0
720,52640,188241,Newark,1
537,45257,349554,Wilmington,0
594,30692,340771,Wilmington,0
699,74952,306657,Wilmington,0
831,15829,366668,Wilmington,0
842,44829,318875,Wilmington,0
570,47328,343816,Wilmington,0
796,49692,347491,Wilmington,0
734,38867,320440,Wilmington,0
381,45985,247816,Wilmington,0
795,47925,68699,Newark,1
505,8382,408052,Wilmington,0
602,15598,350458,Wilmington,0
341,62892,133692,Wilmington,0
494,54614,242106,Wilmington,0
750,41220,369020,Newark,0
630,46618,363732,Wilmington,0
358,58868,310314,Newark,0
809,48417,342909,Wilmington,0
674,84908,316533,Wilmington,1
517,53983,342404,Wilmington,0
839,41822,254985,Wilmington,0
846,36407,204098,Wilmington,0
800,52760,151925,Newark,1
304,52200,449970,Wilmington,0
398,32796,303468,Wilmington,0
675,80338,324694,Wilmington,0
340,77242,268940,Wilmington,0
808,18623,214684,Wilmington,0
793,45830,389753,Wilmington,0
769,48680,129418,Newark,1
727,75890,299526,Wilmington,1
787,62835,228812,Wilmington,1
717,40570,476719,Wilmington,0
396,52817,326013,Wilmington,0
716,63689,406917,Wilmington,0
635,85141,65906,Wilmington,1
431,67028,302272,Wilmington,0
621,69900,474216,Wilmington,0
733,54952,144508,Wilmington,1
826,58367,230316,Wilmington,1
625,58130,342036,Wilmington,0
592,54139,343886,Wilmington,0
577,61556,431993,Wilmington,0
793,21950,445127,Wilmington,0
455,68407,258000,Wilmington,0
816,38193,637847,Wilmington,0
546,28106,226637,Wilmington,0
708,63012,405155,Wilmington,0
748,90620,252304,Newark,1
460,57403,186314,Wilmington,0
640,69753,113769,Wilmington,0
640,37356,409314,Newark,0
776,74761,335216,Wilmington,0
561,78942,349802,Newark,0
351,57991,449783,Wilmington,0
487,39612,533021,Wilmington,0
417,30573,327699,Wilmington,0
652,44425,332240,Newark,0
412,59072,392571,Wilmington,0
446,55526,435959,Wilmington,0
329,30290,241308,Wilmington,0
438,69277,348719,Wilmington,0
555,71079,305399,Newark,0
464,41351,299028,Wilmington,0
620,28182,167138,Newark,0
678,23949,314284,Newark,0
767,36263,203735,Wilmington,0
695,39436,397638,Wilmington,0
404,68389,351147,Wilmington,0
353,82746,436287,Wilmington,0
353,52085,144064,Wilmington,0
610,61387,38577,Wilmington,1
371,36553,357857,Newark,0
819,44137,352864,Wilmington,0
493,90111,199305,Wilmington,0
386,55788,217234,Wilmington,0
382,50489,478515,Newark,0
755,60183,468309,Newark,0
344,70582,235379,Wilmington,0
739,61530,318535,Wilmington,0
371,54692,316699,Newark,0
424,21967,322492,Wilmington,0
476,48733,207238,Wilmington,0
670,22868,54568,Wilmington,1
691,62605,334671,Wilmington,0
622,56465,469668,Wilmington,0
377,61786,113955,Wilmington,0
305,65050,400766,Newark,0
816,23396,379676,Wilmington,0
748,52506,400386,Newark,0
496,74632,313123,Wilmington,0
658,22088,309571,Wilmington,0
312,87863,351111,Newark,0
770,31942,191116,Wilmington,0
685,52873,456345,Wilmington,0
760,5746,428215,Wilmington,0
472,73923,288885,Newark,0
753,61670,211924,Wilmington,1
452,82815,419338,Wilmington,0
580,27297,297126,Wilmington,0
832,44195,323499,Newark,0
328,60531,39929,Newark,1
445,32756,304270,Newark,0
564,77875,199987,Wilmington,0
785,64610,215462,Wilmington,1
594,43883,180291,Wilmington,0
680,50134,234891,Wilmington,0
455,65344,381426,Wilmington,0
812,70072,361022,Wilmington,0
837,95229,502478,Wilmington,0
726,36244,396382,Wilmington,0
598,44357,230738,Newark,0
765,32205,247810,Wilmington,0
684,39087,503123,Wilmington,0
718,64651,249235,Wilmington,1
714,47024,295639,Wilmington,0
355,41262,371851,Wilmington,0
716,43329,340948,Wilmington,0
443,31988,63903,Wilmington,0
393,15785,212545,Wilmington,0
318,64494,347666,Wilmington,0
390,59488,347682,Wilmington,0
754,59113,220726,Wilmington,1
632,58708,346021,Wilmington,0
357,52988,374386,Newark,0
410,61041,321768,Wilmington,0
357,54348,383927,Newark,0
554,83765,314466,Wilmington,0
756,35596,457426,Wilmington,0
400,38006,488744,Wilmington,0
800,27581,213033,Wilmington,0
792,48837,245300,Wilmington,0
650,86217,373076,Newark,0
783,28685,418078,Newark,0
370,71079,225678,Newark,0
372,47849,242430,Wilmington,0
344,24581,428275,Newark,0
838,61744,310908,Wilmington,0
366,76428,485865,Wilmington,0
674,18862,376942,Wilmington,0
572,39578,194187,Wilmington,0
818,59181,146787,Newark,1
742,52596,272852,Newark,0
316,60560,342679,Wilmington,0
824,44195,340162,Newark,0
562,66654,198930,Newark,0
468,43606,208149,Wilmington,0
650,29983,349854,Wilmington,0
666,42677,382105,Wilmington,0
522,86786,204460,Wilmington,0
457,64593,341697,Wilmington,0
567,43509,163887,Newark,0
575,55108,233838,Newark,0
689,53743,379957,Wilmington,0
460,57296,221339,Wilmington,0
336,59128,243597,Wilmington,0
548,27739,426371,Newark,0
315,41628,407290,Wilmington,0
708,53696,343194,Wilmington,0
828,50927,176078,Newark,1
805,59182,309898,Wilmington,0
714,80677,292224,Newark,1
570,25174,198815,Wilmington,0
726,81120,166467,Wilmington,1
649,43715,350473,Wilmington,0
659,46949,427194,Wilmington,0
724,45250,136064,Newark,1
354,59873,340883,Newark,0
760,60534,340246,Wilmington,0
781,69714,483925,Wilmington,0
464,61946,389151,Wilmington,0
591,50613,237921,Wilmington,0
435,58635,223262,Wilmington,0
564,63355,381516,Wilmington,0
810,47905,249502,Newark,0
537,43068,429568,Newark,0
683,18110,183271,Wilmington,0
731,58072,410308,Wilmington,0
686,74621,318818,Wilmington,0
305,56777,418477,Newark,0
366,78736,209558,Wilmington,0
360,74609,410513,Wilmington,0
408,19796,160393,Newark,0
567,34463,271254,Newark,0
728,81626,422884,Wilmington,0
803,83152,402081,Wilmington,0
781,67713,391708,Wilmington,0
610,81150,348103,Wilmington,0
413,6877,267945,Wilmington,0
592,60826,150261,Wilmington,0
652,20589,237563,Wilmington,0
747,49860,425961,Wilmington,0
838,61179,338409,Newark,0
334,71340,351192,Wilmington,0
520,45380,306995,Newark,0
334,52928,200310,Wilmington,0
540,41109,292920,Newark,0
322,71678,335326,Wilmington,0
587,62036,271788,Wilmington,0
588,33967,628321,Wilmington,0
646,29575,244051,Wilmington,0
637,26863,342805,Wilmington,0
343,50507,161775,Wilmington,0
632,64513,427360,Wilmington,0
536,81144,247496,Wilmington,0
671,23407,150545,Wilmington,0
720,58150,366016,Wilmington,0
442,73537,328513,Wilmington,0
686,46844,476778,Wilmington,0
746,48152,244786,Wilmington,0
348,74878,460468,Wilmington,0
511,47400,266147,Wilmington,0
759,27947,285097,Newark,0
481,40205,220580,Wilmington,0
327,48017,273281,Newark,0
568,45583,298783,Wilmington,0
322,50918,338694,Wilmington,0
776,6368,398439,Wilmington,0
649,55170,177525,Wilmington,0
672,84404,255579,Wilmington,1
701,63279,260646,Newark,0
714,71829,203565,Newark,1
359,42373,262457,Wilmington,0
505,24287,324531,Wilmington,0
655,82670,381824,Wilmington,0
517,48206,395994,Newark,0
685,46100,336704,Newark,0
636,31991,254926,Wilmington,0
416,60655,271801,Wilmington,0
329,44625,288728,Wilmington,0
386,36814,419474,Wilmington,0
522,61643,419502,Newark,0
772,51996,320739,Wilmington,0
690,49971,372732,Wilmington,0
534,79025,236968,Wilmington,0
808,66280,409275,Newark,0
491,61215,373500,Wilmington,0
403,54797,286853,Wilmington,0
317,12995,306828,Wilmington,0
838,72619,316411,Wilmington,0
375,45330,303196,Wilmington,0
670,41137,236207,Newark,0
462,56542,308925,Wilmington,0
511,48307,206727,Wilmington,0
441,104514,161126,Newark,1
438,41922,434360,Wilmington,0
714,49741,274104,Wilmington,0
581,7116,325546,Wilmington,0
395,19910,281723,Wilmington,0
832,49439,222514,Newark,0
616,77291,358015,Wilmington,0
781,46488,373096,Wilmington,0
359,29353,180663,Wilmington,0
312,52775,335501,Wilmington,0
666,20063,266735,Wilmington,0
369,48991,308988,Wilmington,0
574,37224,371344,Wilmington,0
382,21037,190056,Newark,0
409,71767,355896,Wilmington,0
770,35418,515672,Newark,0
745,45952,170105,Newark,1
567,29700,464873,Wilmington,0
572,35462,288403,Wilmington,0
309,69453,478414,Wilmington,0
526,83439,234454,Wilmington,0
849,68442,166324,Wilmington,1
631,24950,506335,Wilmington,0
416,18641,113001,Wilmington,0
370,33611,229964,Wilmington,0
384,80765,165977,Newark,0
563,77056,500694,Wilmington,0
336,19911,315459,Wilmington,0
441,36529,315158,Wilmington,0
431,81274,378663,Wilmington,0
542,38637,349804,Newark,0
424,94155,479751,Wilmington,0
778,64256,525507,Wilmington,0
512,36398,239341,Wilmington,0
610,16253,420257,Wilmington,0
758,46083,108669,Wilmington,1
345,55917,305384,Wilmington,0
737,40413,334423,Wilmington,0
621,28752,173500,Wilmington,0
827,74731,315127,Newark,0
411,69364,384349,Wilmington,0
463,55389,186387,Wilmington,0
678,7483,376557,Newark,0
711,18017,310200,Wilmington,0
350,45574,310263,Wilmington,0
818,53376,318364,Wilmington,0
661,22428,404287,Wilmington,0
430,61914,404257,Newark,0
717,59995,278017,Wilmington,0
817,50309,309161,Wilmington,0
585,66080,355677,Wilmington,0
718,64295,255969,Newark,1
658,52605,342912,Wilmington,0
754,69499,309466,Wilmington,0
796,50215,236402,Wilmington,0
307,52382,477267,Wilmington,0
718,75265,228439,Newark,1
317,58287,227782,Wilmington,0
716,58072,292579,Wilmington,0
589,82471,349910,Wilmington,0
480,45561,324384,Wilmington,0
518,46841,248285,Wilmington,0
731,58781,258143,Wilmington,0
629,81381,149886,Wilmington,0
411,18940,344904,Wilmington,0
696,25286,244594,Wilmington,0
739,68736,229430,Newark,1
737,35509,242304,Wilmington,0
799,53960,121328,Newark,1
711,53761,230076,Newark,0
661,66625,243749,Wilmington,1
779,5929,222923,Wilmington,0
814,18547,318470,Wilmington,0
802,34238,525841,Wilmington,0
399,53418,132415,Wilmington,0
332,33366,426427,Wilmington,0
365,47437,175371,Wilmington,0
314,30097,392341,Wilmington,0
366,77621,440240,Wilmington,0
355,41661,253701,Wilmington,0
810,5392,267122,Newark,0
337,20565,511139,Wilmington,0
302,83999,205582,Wilmington,0
721,39616,308377,Wilmington,0
734,64267,420403,Newark,0
729,49284,453401,Wilmington,0
657,36818,427693,Wilmington,0
725,64041,349445,Wilmington,0
820,64004,209798,Wilmington,1
849,57493,408923,Wilmington,0
599,54218,265313,Wilmington,0
520,23264,399500,Wilmington,0
701,55924,335550,Wilmington,0
421,40229,517055,Wilmington,0
414,31219,345524,Wilmington,0
741,26823,164890,Newark,0
596,79247,410763,Newark,0
814,49264,366583,Newark,0
536,71916,299268,Newark,0
525,102104,289676,Wilmington,0
399,56389,182007,Wilmington,0
402,22095,193452,Wilmington,0
486,58330,315185,Wilmington,0
465,53842,277563,Newark,0
715,44267,249539,Wilmington,0
696,29858,462656,Wilmington,0
744,23354,322234,Wilmington,0
421,24950,462407,Newark,0
780,71191,217921,Newark,1
392,41779,311666,Wilmington,0
313,67202,475210,Wilmington,0
590,89074,369363,Wilmington,0
530,64362,336572,Newark,0
682,54065,276276,Wilmington,0
383,30972,290227,Wilmington,0
631,40096,265267,Wilmington,0
671,62501,199788,Newark,1
309,48715,395982,Wilmington,0
667,-393,256810,Wilmington,0
521,76979,74435,Newark,1
804,43677,212759,Wilmington,0
610,62296,275452,Wilmington,0
551,36795,188019,Wilmington,0
831,45555,288564,Wilmington,0
789,41729,235485,Wilmington,0
509,51978,298381,Wilmington,0
436,4872,314265,Newark,0
547,63844,292106,Wilmington,0
450,5530,245993,Wilmington,0
783,67423,278375,Wilmington,0
788,65375,297850,Wilmington,0
736,45068,324005,Wilmington,0
629,29934,97166,Wilmington,0
838,41236,374937,Wilmington,0
496,22062,252406,Newark,0
526,46531,433931,Wilmington,0
726,24580,307088,Wilmington,0
460,107923,214427,Wilmington,0
578,67751,378521,Newark,0
356,33105,366866,Wilmington,0
476,42525,479321,Newark,0
630,71369,278059,Wilmington,0
688,55318,322590,Wilmington,0
504,50299,237120,Wilmington,0
384,57235,204354,Wilmington,0
581,63430,461193,Wilmington,0
514,55551,214776,Wilmington,0
776,46428,257283,Wilmington,0
542,66216,221812,Wilmington,0
320,24274,238107,Wilmington,0
382,45032,306714,Wilmington,0
771,51536,157708,Wilmington,1
408,90956,538436,Wilmington,0
808,67789,201514,Wilmington,1
736,86415,250680,Wilmington,1
759,44714,355805,Wilmington,0
480,53206,221824,Newark,0
390,41238,423938,Newark,0
440,38764,211519,Wilmington,0
658,54805,318212,Newark,0
737,49792,321796,Wilmington,0
677,25286,218408,Wilmington,0
653,18432,93651,Wilmington,0
789,38318,346284,Wilmington,0
690,22020,392331,Wilmington,0
507,48822,325370,Wilmington,0
591,55196,247179,Newark,0
521,31527,279859,Wilmington,0
645,95781,254308,Wilmington,0
381,61488,312950,Newark,0
574,53309,549634,Wilmington,0
599,-9913,326039,Newark,0
810,38778,273346,Newark,0
764,66211,524544,Wilmington,0
652,52356,192390,Wilmington,1
646,65407,275510,Wilmington,0
455,22655,172642,Wilmington,0
459,54095,339517,Wilmington,0
740,39552,352211,Wilmington,0
387,51835,406721,Newark,0
811,38041,313637,Wilmington,0
507,59583,429966,Wilmington,0
605,52596,459601,Newark,0
816,64612,489811,Wilmington,0
335,41437,438093,Wilmington,0
373,22410,429130,Newark,0
444,25241,228935,Wilmington,0
744,44645,175878,Wilmington,1
773,52753,238696,Newark,0
487,63846,141096,Wilmington,0
676,38211,320921,Wilmington,0
643,75545,230219,Wilmington,0
548,53264,352503,Wilmington,0
827,33506,277377,Newark,0
563,49243,133059,Newark,0
481,53151,296629,Wilmington,0
816,57755,299431,Wilmington,0
551,45692,214306,Newark,0
842,62846,214482,Wilmington,1
741,36816,280720,Wilmington,0
354,82158,332495,Newark,0
339,68804,434703,Wilmington,0
415,51078,257230,Wilmington,0
519,-2061,253705,Wilmington,0
666,74296,428315,Wilmington,0
369,46492,140925,Wilmington,0
328,48942,98001,Wilmington,0
413,60051,461450,Wilmington,0
484,32950,186374,Newark,0
329,33247,201457,Newark,0
579,52765,334241,Wilmington,0
516,41303,69869,Wilmington,0
591,22662,385915,Wilmington,0
682,46492,385197,Newark,0
499,49069,370538,Newark,0
609,60510,276220,Wilmington,0
390,67414,248083,Wilmington,0
523,22872,291511,Wilmington,0
757,41399,304281,Wilmington,0
516,61499,369316,Wilmington,0
572,52229,420629,Wilmington,0
680,84932,220473,Wilmington,1
748,21137,423166,Wilmington,0
750,68012,171500,Wilmington,1
498,8652,197338,Newark,0
524,62878,320844,Wilmington,0
742,65339,321278,Wilmington,0
665,36834,426610,Newark,0
319,63130,254843,Wilmington,0
420,40037,315383,Wilmington,0
431,39618,334857,Wilmington,0
636,32815,118657,Newark,1
689,69521,241111,Newark,1
434,41926,295203,Newark,0
400,23951,346454,Wilmington,0
762,45895,385607,Newark,0
340,34241,400184,Wilmington,0
823,78242,297895,Newark,1
384,42164,333170,Wilmington,0
578,63816,167894,Wilmington,0
609,78232,304366,Wilmington,0
584,35686,307222,Wilmington,0
756,103505,465290,Newark,0
541,62442,185125,Wilmington,0
730,67813,210875,Wilmington,1
600,63235,190748,Wilmington,0
442,39166,189623,Wilmington,0
415,77702,240365,Wilmington,0
386,54655,95272,Newark,1
558,83781,202995,Wilmington,0
466,39876,224191,Newark,0
526,53760,331909,Wilmington,0
490,31216,252748,Wilmington,0
617,64112,317265,Newark,0
457,58212,249894,Newark,0
303,44898,237434,Wilmington,0
497,64867,521627,Wilmington,0
315,65297,238093,Newark,0
338,42989,473753,Wilmington,0
772,70943,262439,Newark,1
560,30888,298546,Wilmington,0
386,32598,266450,Wilmington,0
616,49189,331447,Wilmington,0
570,46407,170194,Newark,0
361,63683,165612,Wilmington,0
808,60601,260214,Wilmington,0
590,63195,373459,Wilmington,0
324,72466,385041,Newark,0
528,27823,223192,Wilmington,0
626,56136,265667,Newark,0
420,58372,214813,Wilmington,0
844,45010,320029,Wilmington,0
681,54191,278312,Newark,0
430,56163,147073,Wilmington,0
548,23656,290692,Wilmington,0
640,65255,342280,Newark,0
415,26462,257114,Wilmington,0
316,37459,260356,Wilmington,0
426,32363,232507,Wilmington,0
456,53482,117482,Wilmington,0
820,83135,222726,Wilmington,1
817,82349,338201,Wilmington,0
606,52717,377973,Wilmington,0
410,21519,280838,Newark,0
819,31187,306650,Newark,0
701,37295,238056,Newark,0
846,76836,413597,Newark,0
706,38962,216796,Wilmington,0
531,33808,105301,Wilmington,0
363,38363,117161,Wilmington,0
526,6270,510986,Wilmington,0
847,55449,192710,Wilmington,1
706,64103,398699,Wilmington,0
770,37271,308366,Wilmington,0
551,33629,343472,Wilmington,0
422,29831,224934,Wilmington,0
550,56419,194387,Wilmington,0
751,54344,268345,Newark,0
549,66991,236494,Wilmington,0
470,46530,243279,Newark,0
838,47900,283125,Newark,0
366,59587,391076,Wilmington,0
569,68402,203922,Wilmington,0
390,30357,347463,Wilmington,0
802,45414,292323,Wilmington,0
787,68004,191249,Newark,1
